Municipality,Description,Amount,Year,Coordinates,Latitude,Longitude
Conway ,RDP Payment ,1400,2016.0,"(42.5098085, -72.6995349)",42.5098085,-72.6995349
Cummington ,RDP Payment ,2200,2016.0,"(42.459188, -72.8913714)",42.459188,-72.8913714
Danvers ,Small-Scale Payment ,1500,2016.0,"(42.5750009, -70.93212199999999)",42.5750009,-70.93212199999999
Dartmouth ,RDP Payment ,18000,2016.0,"(41.6130323, -70.9704787)",41.6130323,-70.9704787
Deerfield ,RDP Payment ,2400,2016.0,"(42.5445588, -72.6056435)",42.5445588,-72.6056435
Dennis ,RDP Payment ,8000,2016.0,"(41.7360225, -70.1944324)",41.7360225,-70.1944324
Devens ,Small-Scale Payment ,500,2016.0,"(42.5455027, -71.6139348)",42.5455027,-71.6139348
Dover ,RDP Payment ,1800,2016.0,"(42.2458135, -71.27956379999999)",42.2458135,-71.27956379999999
Duxbury ,RDP Payment ,8800,2016.0,"(42.0393842, -70.67170279999999)",42.0393842,-70.67170279999999
East Brookfield ,RDP Payment ,1600,2016.0,"(42.2266927, -72.046446)",42.2266927,-72.046446
East Longmeadow ,RDP Payment ,5600,2016.0,"(42.0645396, -72.5125863)",42.0645396,-72.5125863
Eastham ,RDP Payment ,4000,2016.0,"(41.8299634, -69.97403609999999)",41.8299634,-69.97403609999999
Egremont ,RDP Payment ,3000,2016.0,"(42.1777247, -73.4415929)",42.1777247,-73.4415929
Erving ,Small-Scale Payment ,500,2016.0,"(42.6000863, -72.3981416)",42.6000863,-72.3981416
Everett ,RDP Payment ,15000,2016.0,"(42.40843, -71.0536625)",42.40843,-71.0536625
Fall River ,RDP Payment ,38500,2016.0,"(41.7014912, -71.1550451)",41.7014912,-71.1550451
Falmouth ,RDP Payment ,18000,2016.0,"(41.5532208, -70.60858859999999)",41.5532208,-70.60858859999999
Franklin County Solid Waste Management District ,Small-Scale Payment ,2000,2016.0,"(42.5874387, -72.60486759999999)",42.5874387,-72.60486759999999
Fitchburg ,RDP Payment ,25000,2016.0,"(42.5834228, -71.8022955)",42.5834228,-71.8022955
Florida ,Small-Scale Payment ,500,2016.0,"(42.66675, -73.01121169999999)",42.66675,-73.01121169999999
Franklin ,RDP Payment ,10000,2016.0,"(42.0834313, -71.396725)",42.0834313,-71.396725
Freetown ,RDP Payment ,4000,2016.0,"(41.7619708, -71.014118)",41.7619708,-71.014118
Gardner ,RDP Payment ,8000,2016.0,"(42.5750883, -71.998133)",42.5750883,-71.998133
Gill ,RDP Payment ,1800,2016.0,"(42.6408105, -72.4996367)",42.6408105,-72.4996367
Gloucester ,RDP Payment ,20000,2016.0,"(42.6159285, -70.6619888)",42.6159285,-70.6619888
Greater New Bedford Regional Refuse Management District ,Small-Scale Payment ,2000,2016.0,"(41.722046, -70.98243699999999)",41.722046,-70.98243699999999
Goshen ,RDP Payment ,1800,2016.0,"(42.4407187, -72.7993986)",42.4407187,-72.7993986
Grafton ,RDP Payment ,2800,2016.0,"(42.2070391, -71.6856236)",42.2070391,-71.6856236
Granby ,RDP Payment ,3600,2016.0,"(42.2570866, -72.51688589999999)",42.2570866,-72.51688589999999
Granville ,RDP Payment ,2000,2016.0,"(42.09965450000001, -72.92243289999999)",42.09965450000001,-72.92243289999999
Greenfield ,RDP Payment ,9600,2016.0,"(42.587915, -72.5994104)",42.587915,-72.5994104
Groton ,RDP Payment ,2800,2016.0,"(42.6088719, -71.57211629999999)",42.6088719,-71.57211629999999
Halifax ,RDP Payment ,4800,2016.0,"(41.99121299999999, -70.86198499999999)",41.99121299999999,-70.86198499999999
Hamilton ,RDP Payment ,3200,2016.0,"(42.63620520000001, -70.8431049)",42.63620520000001,-70.8431049
Hampden ,RDP Payment ,1600,2016.0,"(42.0639841, -72.4134167)",42.0639841,-72.4134167
Hancock ,Small-Scale Payment ,500,2016.0,"(42.543138, -73.32371820000002)",42.543138,-73.32371820000002
Hanson ,RDP Payment ,6000,2016.0,"(42.0655193, -70.8663632)",42.0655193,-70.8663632
Harvard ,Small-Scale Payment ,750,2016.0,"(42.5000919, -71.5828444)",42.5000919,-71.5828444
Harwich ,RDP Payment ,8800,2016.0,"(41.6716498, -70.0622231)",41.6716498,-70.0622231
Haverhill ,RDP Payment ,30000,2016.0,"(42.7762015, -71.0772796)",42.7762015,-71.0772796
Hawley ,Small-Scale Payment ,500,2016.0,"(42.605083, -72.9132446)",42.605083,-72.9132446
Heath ,Small-Scale Payment ,500,2016.0,"(42.673417, -72.82176179999999)",42.673417,-72.82176179999999
Hingham ,RDP Payment ,8000,2016.0,"(42.2418172, -70.889759)",42.2418172,-70.889759
Hinsdale ,Small-Scale Payment ,500,2016.0,"(42.4386967, -73.1253799)",42.4386967,-73.1253799
Holden ,RDP Payment ,4800,2016.0,"(42.3517585, -71.8634062)",42.3517585,-71.8634062
Holliston ,RDP Payment ,2400,2016.0,"(42.20009659999999, -71.4245049)",42.20009659999999,-71.4245049
Hopkinton ,Small-Scale Payment ,1000,2016.0,"(42.22869540000001, -71.5225646)",42.22869540000001,-71.5225646
HRMC ,Small-Scale Payment ,1000,2016.0,"(42.4072107, -71.3824374)",42.4072107,-71.3824374
Hudson ,RDP Payment ,2000,2016.0,"(42.3913641, -71.5697117)",42.3913641,-71.5697117
Huntington ,RDP Payment ,1800,2016.0,"(42.2335218, -72.8796017)",42.2335218,-72.8796017
Ipswich ,RDP Payment ,8800,2016.0,"(42.6800905, -70.8375707)",42.6800905,-70.8375707
Kingston ,RDP Payment ,3200,2016.0,"(41.9924498, -70.72647909999999)",41.9924498,-70.72647909999999
Lakeville ,RDP Payment ,1800,2016.0,"(41.8459169, -70.9495226)",41.8459169,-70.9495226
Lanesborough ,Small-Scale Payment ,500,2016.0,"(42.5173058, -73.2281596)",42.5173058,-73.2281596
Lee ,Small-Scale Payment ,750,2016.0,"(42.3041694, -73.2487144)",42.3041694,-73.2487144
Lenox ,Small-Scale Payment ,750,2016.0,"(42.3570676, -73.2850361)",42.3570676,-73.2850361
Leominster ,RDP Payment ,9000,2016.0,"(42.5250906, -71.759794)",42.5250906,-71.759794
Leverett ,RDP Payment ,2400,2016.0,"(42.4519581, -72.5011335)",42.4519581,-72.5011335
Littleton ,RDP Payment ,2600,2016.0,"(42.5372893, -71.5128022)",42.5372893,-71.5128022
Longmeadow ,RDP Payment ,8800,2016.0,"(42.0501022, -72.5828642)",42.0501022,-72.5828642
Lowell ,RDP Payment ,45500,2016.0,"(42.6334247, -71.31617179999999)",42.6334247,-71.31617179999999
Ludlow ,RDP Payment ,5600,2016.0,"(42.1600936, -72.47591899999999)",42.1600936,-72.47591899999999
Lunenburg ,RDP Payment ,4400,2016.0,"(42.5971299, -71.7416301)",42.5971299,-71.7416301
Lynn ,RDP Payment ,38500,2016.0,"(42.46676300000001, -70.9494938)",42.46676300000001,-70.9494938
Lynnfield ,Small-Scale Payment ,1000,2016.0,"(42.53869, -71.0465638)",42.53869,-71.0465638
Malden ,RDP Payment ,30000,2016.0,"(42.4250964, -71.066163)",42.4250964,-71.066163
Manchester ,RDP Payment ,6800,2016.0,"(42.577834, -70.7675967)",42.577834,-70.7675967
Mansfield ,RDP Payment ,5600,2016.0,"(42.03345650000001, -71.2190578)",42.03345650000001,-71.2190578
Marlborough ,RDP Payment ,9000,2016.0,"(42.3459271, -71.5522874)",42.3459271,-71.5522874
Mashpee ,RDP Payment ,2800,2016.0,"(41.647872, -70.4819674)",41.647872,-70.4819674
Medfield ,RDP Payment ,4400,2016.0,"(42.185541, -71.3089507)",42.185541,-71.3089507
Medway ,RDP Payment ,4400,2016.0,"(42.1417641, -71.3967256)",42.1417641,-71.3967256
Melrose ,Small-Scale Payment ,1500,2016.0,"(42.4547874, -71.06546999999999)",42.4547874,-71.06546999999999
Merrimac ,RDP Payment ,1600,2016.0,"(42.8340582, -71.0005509)",42.8340582,-71.0005509
Middleborough ,RDP Payment ,8000,2016.0,"(41.8929942, -70.9107708)",41.8929942,-70.9107708
Middlefield ,RDP Payment ,1400,2016.0,"(42.3484207, -73.01510110000001)",42.3484207,-73.01510110000001
Milford ,RDP Payment ,12000,2016.0,"(42.1398577, -71.5163049)",42.1398577,-71.5163049
Millis ,RDP Payment ,2200,2016.0,"(42.1669661, -71.351738)",42.1669661,-71.351738
Milton ,RDP Payment ,8000,2016.0,"(42.2495321, -71.0661653)",42.2495321,-71.0661653
Monroe ,Small-Scale Payment ,500,2016.0,"(42.7143925, -73.0051055)",42.7143925,-73.0051055
Montague ,RDP Payment ,4800,2016.0,"(42.5355277, -72.5353437)",42.5355277,-72.5353437
Monterey ,RDP Payment ,1200,2016.0,"(42.1792563, -73.21205259999999)",42.1792563,-73.21205259999999
Marthas Vineyard Refuse District ,Small-Scale Payment ,1250,2016.0,"(41.38564299999999, -70.60079189999999)",41.38564299999999,-70.60079189999999
Nahant ,Small-Scale Payment ,500,2016.0,"(42.4265633, -70.922279)",42.4265633,-70.922279
Natick ,RDP Payment ,22500,2016.0,"(42.2775281, -71.3468091)",42.2775281,-71.3468091
Northern Berkshire Solid Waste Management District ,Small-Scale Payment ,1500,2016.0,"(42.624727, -73.1179679)",42.624727,-73.1179679
Needham ,RDP Payment ,25500,2016.0,"(42.2809285, -71.23775479999999)",42.2809285,-71.23775479999999
New Ashford ,Small-Scale Payment ,500,2016.0,"(42.605082, -73.2395502)",42.605082,-73.2395502
New Bedford ,RDP Payment ,66000,2016.0,"(41.6362152, -70.93420499999999)",41.6362152,-70.93420499999999
New Salem ,RDP Payment ,2400,2016.0,"(42.50425509999999, -72.3320289)",42.50425509999999,-72.3320289
Newburyport ,RDP Payment ,10000,2016.0,"(42.8125913, -70.87727509999999)",42.8125913,-70.87727509999999
Newton ,RDP Payment ,31500,2016.0,"(42.3370413, -71.20922139999999)",42.3370413,-71.20922139999999
Norfolk ,RDP Payment ,2200,2016.0,"(42.1195426, -71.3250563)",42.1195426,-71.3250563
North Attleborough ,RDP Payment ,11000,2016.0,"(41.9695516, -71.35654389999999)",41.9695516,-71.35654389999999
Northampton ,RDP Payment ,6400,2016.0,"(42.3250896, -72.64120129999999)",42.3250896,-72.64120129999999
Northborough ,RDP Payment ,3200,2016.0,"(42.31980859999999, -71.6423829)",42.31980859999999,-71.6423829
Northfield ,RDP Payment ,2400,2016.0,"(42.6959093, -72.4528885)",42.6959093,-72.4528885
Norwood ,RDP Payment ,10500,2016.0,"(42.19439089999999, -71.19896949999999)",42.19439089999999,-71.19896949999999
Orange ,RDP Payment ,2800,2016.0,"(42.5886201, -72.30955639999999)",42.5886201,-72.30955639999999
Oxford ,Small-Scale Payment ,1000,2016.0,"(42.1170625, -71.8647538)",42.1170625,-71.8647538
Paxton ,RDP Payment ,1400,2016.0,"(42.3114889, -71.9278427)",42.3114889,-71.9278427
Peru ,Small-Scale Payment ,500,2016.0,"(42.4381417, -73.0459339)",42.4381417,-73.0459339
Petersham ,RDP Payment ,1600,2016.0,"(42.4837752, -72.186669)",42.4837752,-72.186669
Phillipston ,RDP Payment ,1400,2016.0,"(42.5486993, -72.1328582)",42.5486993,-72.1328582
Plainfield ,RDP Payment ,2200,2016.0,"(42.5153633, -72.9162075)",42.5153633,-72.9162075
Plainville ,RDP Payment ,2000,2016.0,"(42.0042655, -71.3328331)",42.0042655,-71.3328331
Princeton ,Small-Scale Payment ,500,2016.0,"(42.4487019, -71.877296)",42.4487019,-71.877296
Provincetown ,RDP Payment ,2400,2016.0,"(42.0547136, -70.1846012)",42.0547136,-70.1846012
Reading ,Small-Scale Payment ,1250,2016.0,"(42.5235564, -71.1029921)",42.5235564,-71.1029921
Rockland ,RDP Payment ,3600,2016.0,"(42.1306563, -70.9161551)",42.1306563,-70.9161551
Rockport ,RDP Payment ,2800,2016.0,"(42.6556505, -70.620363)",42.6556505,-70.620363
Rowe ,Small-Scale Payment ,500,2016.0,"(42.6934166, -72.899542)",42.6934166,-72.899542
Royalston ,RDP Payment ,2000,2016.0,"(42.6775856, -72.18786039999999)",42.6775856,-72.18786039999999
Salem ,RDP Payment ,20000,2016.0,"(42.5197473, -70.8954626)",42.5197473,-70.8954626
Sandwich ,RDP Payment ,5200,2016.0,"(41.75917829999999, -70.4937604)",41.75917829999999,-70.4937604
Saugus ,RDP Payment ,8000,2016.0,"(42.4651421, -71.0110473)",42.4651421,-71.0110473
Savoy ,RDP Payment ,1400,2016.0,"(42.5667512, -73.0287112)",42.5667512,-73.0287112
Seekonk ,RDP Payment ,4000,2016.0,"(41.808434, -71.3369972)",41.808434,-71.3369972
Sharon ,Small-Scale Payment ,1250,2016.0,"(42.1236849, -71.1789656)",42.1236849,-71.1789656
Sheffield ,Small-Scale Payment ,500,2016.0,"(42.1099885, -73.35514359999999)",42.1099885,-73.35514359999999
Shelburne ,RDP Payment ,2400,2016.0,"(42.5898074, -72.6884244)",42.5898074,-72.6884244
Sherborn ,RDP Payment ,2000,2016.0,"(42.23898570000001, -71.3697813)",42.23898570000001,-71.3697813
Shirley ,RDP Payment ,2000,2016.0,"(42.5448725, -71.648202)",42.5448725,-71.648202
Shrewsbury ,RDP Payment ,10500,2016.0,"(42.2959267, -71.71284709999999)",42.2959267,-71.71284709999999
Shutesbury ,RDP Payment ,1200,2016.0,"(42.4564779, -72.4098077)",42.4564779,-72.4098077
Somerset ,RDP Payment ,7200,2016.0,"(41.7695425, -71.12861939999999)",41.7695425,-71.12861939999999
Somerville ,RDP Payment ,24500,2016.0,"(42.3875968, -71.0994968)",42.3875968,-71.0994968
South Hadley ,RDP Payment ,10400,2016.0,"(42.2591729, -72.57479339999999)",42.2591729,-72.57479339999999
Southampton ,RDP Payment ,2000,2016.0,"(42.2292572, -72.7300929)",42.2292572,-72.7300929
Southwick ,RDP Payment ,2800,2016.0,"(42.0548167, -72.7703724)",42.0548167,-72.7703724
Springfield ,RDP Payment ,54000,2016.0,"(42.1014831, -72.589811)",42.1014831,-72.589811
Sterling ,RDP Payment ,2400,2016.0,"(42.4374156, -71.76062929999999)",42.4374156,-71.76062929999999
Sturbridge ,RDP Payment ,3400,2016.0,"(42.1083244, -72.080789)",42.1083244,-72.080789
Sunderland ,Small-Scale Payment ,500,2016.0,"(42.4663727, -72.5795115)",42.4663727,-72.5795115
Sutton ,RDP Payment ,1800,2016.0,"(42.1500353, -71.7632878)",42.1500353,-71.7632878
Swampscott ,Small-Scale Payment ,1000,2016.0,"(42.47094370000001, -70.91755619999999)",42.47094370000001,-70.91755619999999
Swansea ,RDP Payment ,8000,2016.0,"(41.748162, -71.1895617)",41.748162,-71.1895617
Taunton ,RDP Payment ,36000,2016.0,"(41.900101, -71.0897674)",41.900101,-71.0897674
Topsfield ,RDP Payment ,4400,2016.0,"(42.6418275, -70.9504705)",42.6418275,-70.9504705
Townsend ,RDP Payment ,3600,2016.0,"(42.66693069999999, -71.705804)",42.66693069999999,-71.705804
Truro ,Small-Scale Payment ,750,2016.0,"(42.0031966, -70.053449)",42.0031966,-70.053449
Upton ,RDP Payment ,2800,2016.0,"(42.1744878, -71.6022583)",42.1744878,-71.6022583
Walpole ,Small-Scale Payment ,1250,2016.0,"(42.1470361, -71.2520606)",42.1470361,-71.2520606
Waltham ,Small-Scale Payment ,2000,2016.0,"(42.3764852, -71.2356113)",42.3764852,-71.2356113
Wareham ,Small-Scale Payment ,1500,2016.0,"(41.7614511, -70.71973419999999)",41.7614511,-70.71973419999999
Warren ,RDP Payment ,2200,2016.0,"(42.2125423, -72.19118499999999)",42.2125423,-72.19118499999999
Warwick ,RDP Payment ,1600,2016.0,"(42.6820293, -72.33897429999999)",42.6820293,-72.33897429999999
Wayland ,RDP Payment ,3600,2016.0,"(42.3625953, -71.3614484)",42.3625953,-71.3614484
Wellesley ,RDP Payment ,8000,2016.0,"(42.296797, -71.29238769999999)",42.296797,-71.29238769999999
Wellfleet ,RDP Payment ,6000,2016.0,"(41.93054679999999, -70.03097530000001)",41.93054679999999,-70.03097530000001
Wendell ,RDP Payment ,2400,2016.0,"(42.5481852, -72.396722)",42.5481852,-72.396722
Wenham ,RDP Payment ,2200,2016.0,"(42.604261, -70.8911612)",42.604261,-70.8911612
West Boylston ,RDP Payment ,4400,2016.0,"(42.3667589, -71.78562699999999)",42.3667589,-71.78562699999999
West Springfield ,RDP Payment ,8000,2016.0,"(42.1070383, -72.6203675)",42.1070383,-72.6203675
West Tisbury ,RDP Payment ,1600,2016.0,"(41.38122449999999, -70.6744723)",41.38122449999999,-70.6744723
Westborough ,Small-Scale Payment ,1250,2016.0,"(42.2694066, -71.6133569)",42.2694066,-71.6133569
Westhampton ,RDP Payment ,2600,2016.0,"(42.3028667, -72.7745382)",42.3028667,-72.7745382
Westport ,RDP Payment ,2200,2016.0,"(41.5700183, -71.0735476)",41.5700183,-71.0735476
Weymouth ,RDP Payment ,24000,2016.0,"(42.2180724, -70.94103559999999)",42.2180724,-70.94103559999999
Whately ,RDP Payment ,2400,2016.0,"(42.4398101, -72.6348118)",42.4398101,-72.6348118
Williamsburg ,RDP Payment ,1800,2016.0,"(42.3928305, -72.7300929)",42.3928305,-72.7300929
Williamstown ,RDP Payment ,1600,2016.0,"(42.71126330000001, -73.1994775)",42.71126330000001,-73.1994775
Winchendon ,RDP Payment ,1600,2016.0,"(42.6871009, -72.0439529)",42.6871009,-72.0439529
Winchester ,RDP Payment ,6400,2016.0,"(42.452303, -71.1369959)",42.452303,-71.1369959
Windsor ,RDP Payment ,1200,2016.0,"(42.5090217, -73.0457124)",42.5090217,-73.0457124
Worcester ,RDP Payment ,60000,2016.0,"(42.2625932, -71.8022934)",42.2625932,-71.8022934
Worthington ,RDP Payment ,1800,2016.0,"(42.3973092, -72.9356536)",42.3973092,-72.9356536
Wrentham ,Small-Scale Payment ,1000,2016.0,"(42.0667652, -71.3281114)",42.0667652,-71.3281114
Yarmouth ,RDP Payment ,8000,2016.0,"(41.7056291, -70.2286681)",41.7056291,-70.2286681
Abington ,Small-Scale Payment ,0,,"(42.1048228, -70.9453218)",42.1048228,-70.9453218
Acton ,RDP Payment ,9000,2017.0,"(42.4850931, -71.43284)",42.4850931,-71.43284
Adams ,RDP Payment ,10800,2017.0,"(42.625118, -73.11897739999999)",42.625118,-73.11897739999999
Agawam ,Small-Scale Payment ,750,2017.0,"(42.0695391, -72.61481169999999)",42.0695391,-72.61481169999999
Amherst ,Small-Scale Payment ,1500,2017.0,"(42.3732216, -72.5198537)",42.3732216,-72.5198537
Arlington ,RDP Payment ,6650,2017.0,"(42.4153925, -71.1564729)",42.4153925,-71.1564729
Ashby ,RDP Payment ,35000,2017.0,"(42.6772767, -71.81871389999999)",42.6772767,-71.81871389999999
Ashfield ,RDP Payment ,5250,2017.0,"(42.5264745, -72.788426)",42.5264745,-72.788426
Ashland ,RDP Payment ,3850,2017.0,"(42.2612067, -71.4633956)",42.2612067,-71.4633956
Athol ,RDP Payment ,7700,2017.0,"(42.59593290000001, -72.2267383)",42.59593290000001,-72.2267383
Attleboro ,RDP Payment ,3500,2017.0,"(41.94454409999999, -71.2856082)",41.94454409999999,-71.2856082
Auburn ,RDP Payment ,42000,2017.0,"(42.1945385, -71.8356271)",42.1945385,-71.8356271
Avon ,RDP Payment ,8800,2017.0,"(42.13065539999999, -71.0411582)",42.13065539999999,-71.0411582
Ayer ,Small-Scale Payment ,500,2017.0,"(42.5611947, -71.58990539999999)",42.5611947,-71.58990539999999
Barnstable ,RDP Payment ,4900,2017.0,"(41.7003208, -70.3002024)",41.7003208,-70.3002024
Barre ,RDP Payment ,14300,2017.0,"(42.422359, -72.104837)",42.422359,-72.104837
Bedford ,RDP Payment ,3500,2017.0,"(42.4906231, -71.2760089)",42.4906231,-71.2760089
Belchertown ,RDP Payment ,4800,2017.0,"(42.2800443, -72.40348469999999)",42.2800443,-72.40348469999999
Belmont ,RDP Payment ,3500,2017.0,"(42.3956405, -71.1776114)",42.3956405,-71.1776114
Bernardston ,RDP Payment ,12600,2017.0,"(42.6710048, -72.5483277)",42.6710048,-72.5483277
Beverly ,RDP Payment ,3500,2017.0,"(42.5584283, -70.880049)",42.5584283,-70.880049
Billerica ,Small-Scale Payment ,1500,2017.0,"(42.5584218, -71.2689461)",42.5584218,-71.2689461
Blackstone ,RDP Payment ,21000,2017.0,"(42.0418415, -71.53678599999999)",42.0418415,-71.53678599999999
Bolton ,RDP Payment ,6000,2017.0,"(42.43342579999999, -71.6078449)",42.43342579999999,-71.6078449
Boston ,RDP Payment ,3850,2017.0,"(42.3600825, -71.0588801)",42.3600825,-71.0588801
Bourne ,Small-Scale Payment ,2000,2017.0,"(41.74127730000001, -70.5989325)",41.74127730000001,-70.5989325
